amount_due,payment_terms_days,paperless_bill,country_code,previous_invoice_count,previous_late_payments,previous_disputed_count,previous_total_amount,previous_average_invoice_amount,previous_average_days_late,previous_max_days_late,previous_on_time_payment_rate,previous_dispute_rate,previous_crm_negative_signal_score,relationship_age_days,risk_label
56.09,30,0,391,18,0,0,1359.0900000000001,75.50500000000001,0.0,0.0,1.0,0.0,0.0,477,low
51.52,30,0,391,19,0,0,1415.18,74.48315789473685,0.0,0.0,1.0,0.0,0.0,499,low
65.88,30,0,391,20,0,0,1466.6999999999998,73.335,0.0,0.0,1.0,0.0,0.0,516,low
102.67,30,0,391,21,0,0,1532.58,72.97999999999999,0.0,0.0,1.0,0.0,0.0,566,low
54.18,30,0,391,22,0,0,1635.25,74.32954545454545,0.0,0.0,1.0,0.0,0.0,618,low
82.41,30,0,391,23,0,0,1689.43,73.45347826086957,0.0,0.0,1.0,0.0,0.0,656,low
60.86,30,0,818,1,0,0,70.46999999999998,70.46999999999998,0.0,0.0,1.0,0.0,0.0,27,low
48.11,30,0,818,2,0,0,131.32999999999998,65.66499999999999,0.0,0.0,1.0,0.0,0.0,31,low
58.14,30,0,818,3,0,0,179.44,59.81333333333333,0.0,0.0,1.0,0.0,0.0,33,low
66.88,30,0,818,4,0,0,237.57999999999998,59.394999999999996,0.0,0.0,1.0,0.0,0.0,37,medium
50.79,30,0,818,5,1,1,304.46,60.891999999999996,1.6,8.0,0.8,0.2,0.4,46,low
58.73,30,0,818,6,1,1,355.25,59.208333333333336,1.3333333333333333,8.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,54,low
83.74,30,0,818,7,1,1,413.97999999999996,59.13999999999999,1.1428571428571428,8.0,0.8571428571428572,0.14285714285714285,0.2857142857142857,60,low
44.99,30,0,818,8,1,2,497.72,62.215,1.0,8.0,0.875,0.25,0.375,63,low
60.2,30,0,818,9,1,2,542.7099999999999,60.301111111111105,0.8888888888888888,8.0,0.8888888888888888,0.2222222222222222,0.3333333333333333,109,low
77.54,30,0,818,10,1,2,602.9100000000001,60.29100000000001,0.8,8.0,0.9,0.2,0.3,117,low
44.51,30,0,818,11,1,2,680.45,61.85909090909092,0.7272727272727273,8.0,0.9090909090909091,0.18181818181818182,0.2727272727272727,215,low
46.05,30,0,818,12,1,2,724.96,60.413333333333334,0.6666666666666666,8.0,0.9166666666666666,0.16666666666666666,0.25,267,low
51.6,30,0,818,13,1,2,771.01,59.308461538461536,0.6153846153846154,8.0,0.9230769230769231,0.15384615384615385,0.23076923076923078,290,low
86.87,30,0,818,14,1,2,822.61,58.75785714285714,0.5714285714285714,8.0,0.9285714285714286,0.14285714285714285,0.21428571428571427,291,low
100.08,30,0,818,15,1,2,909.4799999999999,60.63199999999999,0.5333333333333333,8.0,0.9333333333333333,0.13333333333333333,0.2,302,low
50.66,30,0,818,16,1,2,1009.5600000000001,63.097500000000004,0.5,8.0,0.9375,0.125,0.1875,335,low
58.79,30,0,818,17,1,2,1060.22,62.36588235294118,0.47058823529411764,8.0,0.9411764705882353,0.11764705882352941,0.17647058823529413,337,low
70.5,30,0,818,18,1,2,1119.01,62.16722222222222,0.4444444444444444,8.0,0.9444444444444444,0.1111111111111111,0.16666666666666666,339,low
51.65,30,0,818,19,1,2,1189.51,62.60578947368421,0.42105263157894735,8.0,0.9473684210526316,0.10526315789473684,0.15789473684210525,341,low
90.41,30,0,818,20,1,2,1241.1599999999999,62.05799999999999,0.4,8.0,0.95,0.1,0.15,369,low
65.7,30,0,818,21,1,2,1331.57,63.408095238095235,0.38095238095238093,8.0,0.9523809523809523,0.09523809523809523,0.14285714285714285,376,low
64.54,30,0,818,22,1,2,1397.27,63.51227272727272,0.36363636363636365,8.0,0.9545454545454546,0.09090909090909091,0.13636363636363635,391,low
52.4,30,0,818,23,1,2,1461.81,63.55695652173913,0.34782608695652173,8.0,0.9565217391304348,0.08695652173913043,0.13043478260869565,424,low
55.34,30,0,818,24,1,2,1514.21,63.092083333333335,0.3333333333333333,8.0,0.9583333333333334,0.08333333333333333,0.125,511,low
36.02,30,0,818,25,1,2,1569.55,62.782,0.32,8.0,0.96,0.08,0.12,541,low
66.59,30,0,818,26,1,2,1605.5700000000002,61.752692307692314,0.3076923076923077,8.0,0.9615384615384616,0.07692307692307693,0.11538461538461539,578,medium
59.07,30,0,818,27,2,2,1672.16,61.93185185185185,0.3333333333333333,8.0,0.9259259259259259,0.07407407407407407,0.14814814814814814,624,low
66.72,30,0,818,28,2,2,1731.23,61.82964285714286,0.32142857142857145,8.0,0.9285714285714286,0.07142857142857142,0.14285714285714285,628,low
64.67,30,0,818,29,2,2,1797.95,61.998275862068965,0.3103448275862069,8.0,0.9310344827586207,0.06896551724137931,0.13793103448275862,640,low
57.07,30,0,818,1,0,0,72.49000000000001,72.49000000000001,0.0,0.0,1.0,0.0,0.0,27,low
39.35,30,0,818,2,0,0,129.56,64.78,0.0,0.0,1.0,0.0,0.0,63,low
59.17,30,0,818,3,0,0,168.90999999999997,56.30333333333332,0.0,0.0,1.0,0.0,0.0,85,low
27.53,30,0,818,4,0,0,228.08,57.02,0.0,0.0,1.0,0.0,0.0,86,low
60.55,30,0,818,5,0,0,255.60999999999996,51.12199999999999,0.0,0.0,1.0,0.0,0.0,90,low
36.09,30,0,818,6,0,0,316.15999999999997,52.69333333333333,0.0,0.0,1.0,0.0,0.0,200,low
24.33,30,0,818,7,0,0,352.25,50.32142857142857,0.0,0.0,1.0,0.0,0.0,224,low
58.41,30,0,818,8,0,0,376.58000000000004,47.072500000000005,0.0,0.0,1.0,0.0,0.0,249,low
61.52,30,0,818,9,0,0,434.99,48.33222222222222,0.0,0.0,1.0,0.0,0.0,286,low
46.1,30,0,818,10,0,0,496.51,49.650999999999996,0.0,0.0,1.0,0.0,0.0,333,low
49.85,30,0,818,11,0,0,542.61,49.32818181818182,0.0,0.0,1.0,0.0,0.0,337,low
42.25,30,0,818,12,0,0,592.46,49.37166666666667,0.0,0.0,1.0,0.0,0.0,424,low
45.56,30,0,818,13,0,0,634.71,48.823846153846155,0.0,0.0,1.0,0.0,0.0,430,low
71.02,30,0,818,14,0,0,680.27,48.590714285714284,0.0,0.0,1.0,0.0,0.0,532,low
58.78,30,0,818,15,0,0,751.29,50.086,0.0,0.0,1.0,0.0,0.0,550,low
32.87,30,0,818,16,0,0,810.0699999999999,50.629374999999996,0.0,0.0,1.0,0.0,0.0,560,low
56.28,30,0,818,17,0,0,842.94,49.58470588235294,0.0,0.0,1.0,0.0,0.0,641,low
28.22,30,0,897,1,0,0,43.28999999999999,43.28999999999999,0.0,0.0,1.0,0.0,0.0,12,low
76.71,30,0,897,2,0,0,71.51,35.755,0.0,0.0,1.0,0.0,0.0,64,high
53.67,30,0,897,3,1,1,148.21999999999997,49.40666666666666,5.666666666666667,17.0,0.6666666666666667,0.3333333333333333,0.6666666666666666,115,low
35.3,30,0,897,4,1,2,201.89,50.4725,4.25,17.0,0.75,0.5,0.75,120,low
31.81,30,0,897,5,1,2,237.19,47.438,3.4,17.0,0.8,0.4,0.6,154,low
46.31,30,0,897,6,1,2,269.0,44.833333333333336,2.8333333333333335,17.0,0.8333333333333334,0.3333333333333333,0.5,174,low
45.73,30,0,897,7,1,3,315.31,45.044285714285714,2.4285714285714284,17.0,0.8571428571428572,0.42857142857142855,0.5714285714285714,181,low
23.08,30,0,897,8,1,3,361.04,45.13,2.125,17.0,0.875,0.375,0.5,202,low
63.96,30,0,897,9,1,3,384.12,42.68,1.8888888888888888,17.0,0.8888888888888888,0.3333333333333333,0.4444444444444444,256,medium
44.79,30,0,897,10,2,4,448.08,44.808,2.9,17.0,0.8,0.4,0.6,349,medium
64.44,30,0,897,11,3,5,492.86999999999995,44.806363636363635,3.272727272727273,17.0,0.7272727272727273,0.45454545454545453,0.7272727272727273,352,medium
39.88,30,0,897,12,4,6,557.3100000000001,46.4425,3.1666666666666665,17.0,0.6666666666666667,0.5,0.8333333333333334,388,low
41.38,30,0,897,13,4,6,597.19,45.93769230769231,2.923076923076923,17.0,0.6923076923076923,0.46153846153846156,0.7692307692307693,418,low
50.86,30,0,897,14,4,6,638.57,45.612142857142864,2.7142857142857144,17.0,0.7142857142857143,0.42857142857142855,0.7142857142857143,426,low
27.95,30,0,897,15,4,6,689.43,45.961999999999996,2.533333333333333,17.0,0.7333333333333334,0.4,0.6666666666666666,427,low
24.39,30,0,897,16,4,6,717.38,44.83625,2.375,17.0,0.75,0.375,0.625,458,medium
30.23,30,0,897,17,5,7,741.77,43.633529411764705,2.6470588235294117,17.0,0.7058823529411764,0.4117647058823529,0.7058823529411765,478,low
52.51,30,0,897,18,5,7,772.0,42.888888888888886,2.5,17.0,0.7222222222222222,0.3888888888888889,0.6666666666666666,503,low
85.22,30,0,406,1,1,1,48.640000000000015,48.640000000000015,2.0,2.0,0.0,1.0,1.0,15,medium
74.94,30,0,406,2,2,2,133.86,66.93,6.5,11.0,0.0,1.0,1.0,35,medium
86.1,30,0,406,3,3,3,208.79999999999998,69.6,7.0,11.0,0.0,1.0,1.0,59,medium
72.78,30,0,406,4,4,4,294.9,73.725,9.0,15.0,0.0,1.0,1.0,77,medium
56.31,30,0,406,5,5,5,367.68,73.536,9.2,15.0,0.0,1.0,1.0,99,high
66.12,30,0,406,6,6,6,423.99,70.665,12.5,29.0,0.0,1.0,1.0,108,medium
94.77,30,0,406,7,7,7,490.11,70.01571428571428,12.428571428571429,29.0,0.0,1.0,1.0,147,medium
82.8,30,0,406,8,8,8,584.88,73.11,11.625,29.0,0.0,1.0,1.0,160,low
66.13,30,0,406,9,8,8,667.68,74.18666666666667,10.333333333333334,29.0,0.11111111111111116,0.8888888888888888,1.0,172,medium
59.64,30,0,406,10,9,9,733.8100000000001,73.381,10.2,29.0,0.09999999999999998,0.9,1.0,195,medium
48.72,30,0,406,11,10,10,793.4499999999999,72.13181818181818,10.272727272727273,29.0,0.09090909090909094,0.9090909090909091,1.0,220,high
70.1,30,0,406,12,11,11,842.17,70.18083333333333,10.833333333333334,29.0,0.08333333333333337,0.9166666666666666,1.0,230,medium
96.51,30,0,406,13,12,12,912.27,70.17461538461538,11.153846153846153,29.0,0.07692307692307687,0.9230769230769231,1.0,285,medium
84.89,30,0,406,14,13,13,1008.7800000000001,72.05571428571429,10.428571428571429,29.0,0.0714285714285714,0.9285714285714286,1.0,302,low
59.83,30,0,406,15,13,14,1093.67,72.91133333333333,9.733333333333333,29.0,0.1333333333333333,0.9333333333333333,1.0,331,medium
71.35,30,0,406,16,14,15,1153.5,72.09375,9.375,29.0,0.125,0.9375,1.0,352,medium
59.31,30,0,406,17,15,16,1224.8500000000001,72.05000000000001,9.058823529411764,29.0,0.11764705882352944,0.9411764705882353,1.0,405,medium
80.3,30,0,406,18,16,17,1284.16,71.34222222222223,8.722222222222221,29.0,0.11111111111111116,0.9444444444444444,1.0,408,medium
49.97,30,0,406,19,17,18,1364.46,71.81368421052632,8.842105263157896,29.0,0.10526315789473684,0.9473684210526315,1.0,422,medium
53.34,30,0,406,20,18,19,1414.43,70.7215,8.55,29.0,0.09999999999999998,0.95,1.0,527,medium
78.88,30,0,406,21,19,20,1467.77,69.89380952380952,8.380952380952381,29.0,0.09523809523809523,0.9523809523809523,1.0,542,low
76.89,30,0,406,22,19,21,1546.6499999999999,70.30227272727272,8.0,29.0,0.13636363636363635,0.9545454545454546,1.0,549,low
66.71,30,0,406,23,19,22,1623.54,70.58869565217391,7.6521739130434785,29.0,0.17391304347826086,0.9565217391304348,1.0,562,medium
60.14,30,0,406,24,20,23,1690.2499999999998,70.42708333333333,7.791666666666667,29.0,0.16666666666666663,0.9583333333333334,1.0,608,medium
86.38,30,0,406,25,21,24,1750.3899999999999,70.01559999999999,7.56,29.0,0.16000000000000003,0.96,1.0,616,high
73.99,30,0,406,26,22,25,1836.77,70.645,8.038461538461538,29.0,0.15384615384615385,0.9615384615384616,1.0,624,low
64.74,30,0,406,27,22,26,1910.76,70.7688888888889,7.7407407407407405,29.0,0.18518518518518523,0.9629629629629629,1.0,627,medium
36.21,30,0,818,1,0,1,56.21,56.21,0.0,0.0,1.0,1.0,1.0,38,low
63.97,30,0,818,2,0,2,92.41999999999999,46.209999999999994,0.0,0.0,1.0,1.0,1.0,60,low
82.38,30,0,818,3,0,2,156.39,52.129999999999995,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,74,medium
48.47,30,0,818,4,1,3,238.77,59.6925,1.0,4.0,0.75,0.75,1.0,77,medium
84.39,30,0,818,5,2,4,287.24,57.448,1.6,4.0,0.6,0.8,1.0,80,low
81.7,30,0,818,6,2,5,371.63,61.93833333333333,1.3333333333333333,4.0,0.6666666666666667,0.8333333333333334,1.0,113,low
50.63,30,0,818,7,2,6,453.33,64.76142857142857,1.1428571428571428,4.0,0.7142857142857143,0.8571428571428571,1.0,114,low
84.79,30,0,818,8,2,7,503.96,62.995,1.0,4.0,0.75,0.875,1.0,148,low
71.98,30,0,818,9,2,8,588.75,65.41666666666667,0.8888888888888888,4.0,0.7777777777777778,0.8888888888888888,1.0,169,low
79.43,30,0,818,10,2,9,660.73,66.07300000000001,0.8,4.0,0.8,0.9,1.0,189,low
67.58,30,0,818,11,2,10,740.16,67.28727272727272,0.7272727272727273,4.0,0.8181818181818181,0.9090909090909091,1.0,209,low
83.13,30,0,818,12,2,11,807.74,67.31166666666667,0.6666666666666666,4.0,0.8333333333333334,0.9166666666666666,1.0,227,low
89.28,30,0,818,13,2,12,890.87,68.52846153846154,0.6153846153846154,4.0,0.8461538461538461,0.9230769230769231,1.0,233,low
88.5,30,0,818,14,2,13,980.1500000000001,70.01071428571429,0.5714285714285714,4.0,0.8571428571428572,0.9285714285714286,1.0,310,low
56.93,30,0,818,15,2,14,1068.6499999999999,71.24333333333333,0.5333333333333333,4.0,0.8666666666666667,0.9333333333333333,1.0,313,low
81.21,30,0,818,16,2,15,1125.58,70.34875,0.5,4.0,0.875,0.9375,1.0,402,low
77.79,30,0,818,17,2,16,1206.79,70.98764705882353,0.47058823529411764,4.0,0.8823529411764706,0.9411764705882353,1.0,407,low
72.88,30,0,818,18,2,17,1284.58,71.36555555555555,0.4444444444444444,4.0,0.8888888888888888,0.9444444444444444,1.0,429,low
96.64,30,0,818,19,2,18,1357.4599999999998,71.44526315789473,0.42105263157894735,4.0,0.8947368421052632,0.9473684210526315,1.0,459,low
70.86,30,0,818,20,2,19,1454.1000000000001,72.70500000000001,0.4,4.0,0.9,0.95,1.0,522,low
64.53,30,0,818,21,2,20,1524.96,72.61714285714285,0.38095238095238093,4.0,0.9047619047619048,0.9523809523809523,1.0,529,low
67.5,30,0,818,22,2,21,1589.49,72.24954545454545,0.36363636363636365,4.0,0.9090909090909091,0.9545454545454546,1.0,562,low
45.02,30,0,818,23,2,22,1656.99,72.04304347826087,0.34782608695652173,4.0,0.9130434782608696,0.9565217391304348,1.0,563,low
83.68,30,0,818,24,2,22,1702.01,70.91708333333334,0.3333333333333333,4.0,0.9166666666666666,0.9166666666666666,1.0,567,low
60.71,30,0,818,25,2,23,1785.69,71.4276,0.32,4.0,0.92,0.92,1.0,602,low
96.23,30,0,818,26,2,24,1846.4,71.01538461538462,0.3076923076923077,4.0,0.9230769230769231,0.9230769230769231,1.0,607,low
82.29,30,0,818,27,2,25,1942.63,71.94925925925926,0.2962962962962963,4.0,0.9259259259259259,0.9259259259259259,1.0,633,low
51.07,30,0,391,1,1,1,58.71,58.71,3.0,3.0,0.0,1.0,1.0,21,low
55.09,30,0,391,2,1,1,109.78,54.89,1.5,3.0,0.5,0.5,1.0,29,low
36.26,30,0,391,3,1,1,164.87,54.95666666666667,1.0,3.0,0.6666666666666667,0.3333333333333333,0.6666666666666666,36,low
39.66,30,0,391,4,1,1,201.13,50.2825,0.75,3.0,0.75,0.25,0.5,48,low
65.75,30,0,391,5,1,1,240.78999999999996,48.157999999999994,0.6,3.0,0.8,0.2,0.4,67,low
59.92,30,0,391,6,1,1,306.53999999999996,51.089999999999996,0.5,3.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,81,medium
43.89,30,0,391,7,2,2,366.46000000000004,52.35142857142858,2.142857142857143,12.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,135,medium
92.18,30,0,391,8,3,3,410.34999999999997,51.293749999999996,2.125,12.0,0.625,0.375,0.75,193,medium
102.96,30,0,391,9,4,4,502.53000000000003,55.83666666666667,2.4444444444444446,12.0,0.5555555555555556,0.4444444444444444,0.8888888888888888,204,low
63.48,30,0,391,10,4,4,605.49,60.549,2.2,12.0,0.6,0.4,0.8,327,low
59.32,30,0,391,11,4,4,668.9699999999999,60.815454545454536,2.0,12.0,0.6363636363636364,0.36363636363636365,0.7272727272727273,333,low
34.86,30,0,391,12,4,4,728.29,60.69083333333333,1.8333333333333333,12.0,0.6666666666666667,0.3333333333333333,0.6666666666666666,334,low
58.42,30,0,391,13,4,4,763.15,58.70384615384615,1.6923076923076923,12.0,0.6923076923076923,0.3076923076923077,0.6153846153846154,365,low
38.64,30,0,391,14,4,4,821.57,58.68357142857143,1.5714285714285714,12.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,371,medium
43.79,30,0,391,15,5,4,860.21,57.34733333333334,1.6,12.0,0.6666666666666667,0.26666666666666666,0.6,455,low
50.63,30,0,391,16,5,4,904.0,56.5,1.5,12.0,0.6875,0.25,0.5625,466,low
43.67,30,0,391,17,5,4,954.63,56.15470588235294,1.411764705882353,12.0,0.7058823529411764,0.23529411764705882,0.5294117647058824,473,low
35.23,30,0,391,18,5,4,998.3,55.46111111111111,1.3333333333333333,12.0,0.7222222222222222,0.2222222222222222,0.5,474,low
61.84,30,0,391,19,5,4,1033.53,54.39631578947368,1.263157894736842,12.0,0.736842105263158,0.21052631578947367,0.47368421052631576,483,low
88.56,30,0,391,20,5,4,1095.3700000000001,54.7685,1.2,12.0,0.75,0.2,0.45,513,low
64.19,30,0,391,21,5,4,1183.9299999999998,56.37761904761904,1.1428571428571428,12.0,0.7619047619047619,0.19047619047619047,0.42857142857142855,552,low
60.26,30,0,391,22,5,5,1248.1200000000001,56.73272727272728,1.0909090909090908,12.0,0.7727272727272727,0.22727272727272727,0.45454545454545453,582,low
80.32,30,0,391,23,5,5,1308.38,56.886086956521744,1.0434782608695652,12.0,0.782608695652174,0.21739130434782608,0.43478260869565216,616,medium
56.37,30,0,391,1,0,0,47.02,47.02,0.0,0.0,1.0,0.0,0.0,4,low
84.13,30,0,391,2,0,0,103.38999999999999,51.69499999999999,0.0,0.0,1.0,0.0,0.0,6,low
67.83,30,0,391,3,0,0,187.51999999999998,62.50666666666666,0.0,0.0,1.0,0.0,0.0,40,low
58.57,30,0,391,4,0,0,255.35000000000002,63.837500000000006,0.0,0.0,1.0,0.0,0.0,64,low
84.54,30,0,391,5,0,0,313.92,62.784000000000006,0.0,0.0,1.0,0.0,0.0,176,low
57.34,30,0,391,6,0,0,398.46000000000004,66.41000000000001,0.0,0.0,1.0,0.0,0.0,196,low
50.66,30,0,391,7,0,0,455.80000000000007,65.11428571428573,0.0,0.0,1.0,0.0,0.0,201,low
56.44,30,0,391,8,0,0,506.46,63.3075,0.0,0.0,1.0,0.0,0.0,230,low
90.91,30,0,391,9,0,0,562.9,62.544444444444444,0.0,0.0,1.0,0.0,0.0,247,low
46.32,30,0,391,10,0,0,653.81,65.381,0.0,0.0,1.0,0.0,0.0,272,low
46.07,30,0,391,11,0,0,700.13,63.64818181818182,0.0,0.0,1.0,0.0,0.0,295,low
49.51,30,0,391,12,0,0,746.2,62.18333333333334,0.0,0.0,1.0,0.0,0.0,343,low
58.49,30,0,391,13,0,0,795.71,61.20846153846154,0.0,0.0,1.0,0.0,0.0,346,low
57.06,30,0,391,14,0,0,854.2,61.01428571428572,0.0,0.0,1.0,0.0,0.0,456,low
57.33,30,0,391,15,0,0,911.26,60.75066666666667,0.0,0.0,1.0,0.0,0.0,496,low
69.03,30,0,391,16,0,0,968.5899999999999,60.536874999999995,0.0,0.0,1.0,0.0,0.0,511,low
66.01,30,0,391,17,0,0,1037.6200000000001,61.036470588235304,0.0,0.0,1.0,0.0,0.0,583,low
90.41,30,0,391,18,0,0,1103.6299999999999,61.31277777777777,0.0,0.0,1.0,0.0,0.0,649,low
91.34,30,0,391,19,0,0,1194.0400000000002,62.8442105263158,0.0,0.0,1.0,0.0,0.0,659,low
44.52,30,0,897,1,1,0,48.06000000000001,48.06000000000001,8.0,8.0,0.0,0.0,1.0,23,medium
25.93,30,0,897,2,2,0,92.58000000000001,46.290000000000006,8.5,9.0,0.0,0.0,1.0,41,medium
45.97,30,0,897,3,3,0,118.51000000000002,39.50333333333334,8.0,9.0,0.0,0.0,1.0,47,medium
56.84,30,0,897,4,4,0,164.48,41.12,8.0,9.0,0.0,0.0,1.0,109,medium
41.29,30,0,897,5,5,0,221.32000000000002,44.264,7.6,9.0,0.0,0.0,1.0,123,medium
53.81,30,0,897,6,6,0,262.61,43.76833333333334,8.0,10.0,0.0,0.0,1.0,138,high
57.09,30,0,897,7,7,1,316.41999999999996,45.202857142857134,9.571428571428571,19.0,0.0,0.14285714285714285,1.0,141,high
35.32,30,0,897,8,8,1,373.51000000000005,46.688750000000006,10.75,19.0,0.0,0.125,1.0,147,high
39.74,30,0,897,9,9,2,408.83,45.425555555555555,11.555555555555555,19.0,0.0,0.2222222222222222,1.0,156,medium
63.21,30,0,897,10,10,2,448.57000000000005,44.857000000000006,10.6,19.0,0.0,0.2,1.0,256,medium
50.33,30,0,897,11,11,2,511.78000000000003,46.52545454545455,10.909090909090908,19.0,0.0,0.18181818181818182,1.0,305,medium
38.72,30,0,897,12,12,2,562.11,46.8425,10.666666666666666,19.0,0.0,0.16666666666666666,1.0,364,high
10.64,30,0,897,13,13,2,600.83,46.21769230769231,11.23076923076923,19.0,0.0,0.15384615384615385,1.0,365,low
24.9,30,0,897,14,13,2,611.47,43.67642857142857,10.428571428571429,19.0,0.0714285714285714,0.14285714285714285,1.0,538,medium
20.55,30,0,897,15,14,2,636.37,42.42466666666667,9.866666666666667,19.0,0.06666666666666665,0.13333333333333333,1.0,553,low
52.38,30,0,897,16,14,2,656.92,41.0575,9.25,19.0,0.125,0.125,1.0,681,medium
117.01,30,0,770,1,1,0,64.54,64.54,11.0,11.0,0.0,0.0,1.0,22,high
89.9,30,0,770,2,2,0,181.55000000000004,90.77500000000002,14.5,18.0,0.0,0.0,1.0,43,medium
79.28,30,0,770,3,3,0,271.45000000000005,90.48333333333335,13.333333333333334,18.0,0.0,0.0,1.0,48,medium
80.07,30,0,770,4,4,0,350.73,87.6825,12.0,18.0,0.0,0.0,1.0,94,high
73.9,30,0,770,5,5,1,430.80000000000007,86.16000000000001,13.2,18.0,0.0,0.2,1.0,181,medium
78.39,30,0,770,6,6,1,504.70000000000005,84.11666666666667,11.333333333333334,18.0,0.0,0.16666666666666666,1.0,204,low
74.47,30,0,770,7,6,1,583.09,83.29857142857144,9.714285714285714,18.0,0.1428571428571429,0.14285714285714285,1.0,266,medium
66.03,30,0,770,8,7,1,657.5600000000001,82.19500000000001,10.375,18.0,0.125,0.125,1.0,268,medium
83.66,30,0,770,9,8,1,723.59,80.39888888888889,9.333333333333334,18.0,0.11111111111111116,0.1111111111111111,1.0,288,medium
50.3,30,0,770,10,9,1,807.25,80.725,9.4,18.0,0.09999999999999998,0.1,1.0,293,low
24.46,30,0,770,11,9,1,857.55,77.9590909090909,8.545454545454545,18.0,0.18181818181818177,0.09090909090909091,0.9090909090909091,318,medium
71.85,30,0,770,12,10,1,882.01,73.50083333333333,8.5,18.0,0.16666666666666663,0.08333333333333333,0.9166666666666666,321,medium
63.12,30,0,770,13,11,1,953.86,73.37384615384616,8.307692307692308,18.0,0.15384615384615385,0.07692307692307693,0.9230769230769231,330,medium
69.26,30,0,770,14,12,2,1016.98,72.64142857142858,8.714285714285714,18.0,0.1428571428571429,0.14285714285714285,1.0,337,medium
74.09,30,0,770,15,13,2,1086.24,72.416,8.466666666666667,18.0,0.1333333333333333,0.13333333333333333,1.0,382,medium
55.46,30,0,770,16,14,2,1160.33,72.520625,8.3125,18.0,0.125,0.125,1.0,392,medium
85.86,30,0,770,17,15,2,1215.7900000000002,71.51705882352942,8.176470588235293,18.0,0.11764705882352944,0.11764705882352941,1.0,409,medium
67.23,30,0,770,18,16,2,1301.65,72.3138888888889,7.888888888888889,18.0,0.11111111111111116,0.1111111111111111,1.0,443,low
46.56,30,0,770,19,16,2,1368.88,72.0463157894737,7.473684210526316,18.0,0.1578947368421053,0.10526315789473684,0.9473684210526315,519,low
65.55,30,0,770,20,16,2,1415.44,70.772,7.1,18.0,0.19999999999999996,0.1,0.9,529,medium
56.31,30,0,770,21,17,2,1480.99,70.52333333333334,7.0476190476190474,18.0,0.19047619047619047,0.09523809523809523,0.9047619047619048,570,low
58.65,30,0,770,22,17,2,1537.3,69.87727272727273,6.7272727272727275,18.0,0.2272727272727273,0.09090909090909091,0.8636363636363636,586,medium
53.05,30,0,770,23,18,2,1595.95,69.38913043478261,6.913043478260869,18.0,0.21739130434782605,0.08695652173913043,0.8695652173913043,595,low
78.37,30,0,770,24,18,2,1649.0,68.70833333333333,6.625,18.0,0.25,0.08333333333333333,0.8333333333333334,647,low
86.29,30,0,770,25,18,2,1727.3700000000001,69.0948,6.36,18.0,0.28,0.08,0.8,660,medium
60.93,30,0,770,1,0,0,50.38999999999999,50.38999999999999,0.0,0.0,1.0,0.0,0.0,75,low
75.33,30,0,770,2,0,0,111.32000000000001,55.660000000000004,0.0,0.0,1.0,0.0,0.0,88,low
63.42,30,0,770,3,0,0,186.64999999999998,62.21666666666666,0.0,0.0,1.0,0.0,0.0,120,low
47.48,30,0,770,4,0,0,250.07000000000002,62.517500000000005,0.0,0.0,1.0,0.0,0.0,187,low
48.65,30,0,770,5,0,0,297.55,59.510000000000005,0.0,0.0,1.0,0.0,0.0,194,low
56.21,30,0,770,6,0,0,346.20000000000005,57.70000000000001,0.0,0.0,1.0,0.0,0.0,196,low
61.76,30,0,770,7,0,0,402.41,57.487142857142864,0.0,0.0,1.0,0.0,0.0,202,low
67.9,30,0,770,8,0,0,464.1700000000001,58.02125000000001,0.0,0.0,1.0,0.0,0.0,212,low
37.24,30,0,770,9,0,0,532.07,59.1188888888889,0.0,0.0,1.0,0.0,0.0,227,low
88.48,30,0,770,10,0,0,569.31,56.931,0.0,0.0,1.0,0.0,0.0,367,low
68.79,30,0,770,11,0,1,657.7900000000001,59.799090909090914,0.0,0.0,1.0,0.09090909090909091,0.09090909090909091,394,low
56.65,30,0,770,12,0,1,726.58,60.54833333333334,0.0,0.0,1.0,0.08333333333333333,0.08333333333333333,395,low
63.32,30,0,770,13,0,1,783.23,60.24846153846154,0.0,0.0,1.0,0.07692307692307693,0.07692307692307693,442,low
47.33,30,0,770,14,0,2,846.55,60.46785714285714,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,447,low
76.44,30,0,770,15,0,2,893.8800000000001,59.592000000000006,0.0,0.0,1.0,0.13333333333333333,0.13333333333333333,459,low
77.61,30,0,770,16,0,2,970.32,60.645,0.0,0.0,1.0,0.125,0.125,469,low
58.44,30,0,770,17,0,2,1047.93,61.64294117647059,0.0,0.0,1.0,0.11764705882352941,0.11764705882352941,471,low
60.1,30,0,770,18,0,2,1106.3700000000001,61.465,0.0,0.0,1.0,0.1111111111111111,0.1111111111111111,493,low
81.06,30,0,770,19,0,2,1166.47,61.393157894736845,0.0,0.0,1.0,0.10526315789473684,0.10526315789473684,535,low
54.2,30,0,770,20,0,2,1247.53,62.3765,0.0,0.0,1.0,0.1,0.1,589,low
84.91,30,0,770,21,0,2,1301.73,61.98714285714286,0.0,0.0,1.0,0.09523809523809523,0.09523809523809523,609,low
